"","company_category_code","funded_year","raised_amount_usd"
"42504","medical",2012,5924066
"42505","biotech",2012,37300000
"42506","biotech",2012,2e+07
"42507","biotech",2013,19500000
"42508","biotech",2013,23800000
"42509","medical",2013,3e+07
"42510","medical",2002,1e+07
"42511","medical",2013,1e+07
"42512","biotech",2013,8e+06
"42513","biotech",2013,7500000
"42514","biotech",2013,2.8e+07
"42515","ecommerce",2012,1700000
"42516","software",2013,1e+06
"42517","ecommerce",2013,10300000
"42518","software",2011,NA
"42519","other",2012,5e+05
"42520","education",2013,5e+06
"42521","public_relations",2006,5e+06
"42522","web",2008,5e+06
"42523","network_hosting",2007,2.2e+07
"42524","cleantech",2009,2.3e+07
"42525","software",2008,3e+06
"42526","network_hosting",2009,NA
"42527","software",2009,2e+06
"42528","mobile",2009,7e+06
"42529","transportation",2008,1.2e+07
"42530","cleantech",2010,1.8e+07
"42531","software",2007,1.2e+07
"42532","software",2007,1e+07
"42533","mobile",2007,6600000
"42534","software",2010,8e+06
"42535","enterprise",2007,5e+06
"42536","software",2007,1500000
"42537","network_hosting",2006,1.2e+07
"42538","network_hosting",2006,3e+06
"42539","public_relations",2005,1.5e+07
"42540","enterprise",2005,7500000
"42541","cleantech",2010,2.5e+07
"42542","transportation",2010,2.5e+07
"42543","enterprise",2011,1.3e+07
"42544","cleantech",2011,3.7e+07
"42545","software",2012,3e+06
"42546","mobile",2012,1.5e+07
"42547","software",2007,12500000
"42548","software",2009,12500000
"42549","software",2008,1.2e+07
"42550","mobile",2008,6e+06
"42551","software",2007,1.3e+07
"42552","software",2007,7500000
"42553","public_relations",2006,22200000
"42554",NA,2006,2e+07
"42555","public_relations",2006,1.2e+07
"42556","hardware",2006,1.2e+07
"42557","mobile",2006,9e+06
"42558",NA,2006,8e+06
"42559","public_relations",2005,27500000
"42560","mobile",2005,1e+07
"42561","semiconductor",2005,15500000
"42562","security",2011,2e+06
"42563","enterprise",2011,3500000
"42564","enterprise",2010,4500000
"42565","security",2012,6e+06
"42566","software",2012,3e+07
"42567","fashion",2012,5e+05
"42568","social",2011,3100000
"42569","nonprofit",2012,7900000
"42570","security",2009,3e+06
"42571","software",2010,12500000
"42572","search",2011,5e+06
"42573","games_video",2007,3e+06
"42574","games_video",2009,NA
"42575","finance",2010,9e+07
"42576","finance",2012,7.3e+07
"42577","finance",2013,7.5e+07
"42578","finance",2013,9e+06
"42579","finance",2013,2.5e+07
"42580","finance",2013,2e+07
"42581","web",2010,NA
"42582","games_video",2007,2500000
"42583","games_video",2007,NA
"42584","web",2007,9e+05
"42585","web",2007,1500000
"42586","web",2004,4e+06
"42587","mobile",2007,8100000
"42588","advertising",2007,7e+06
"42589","web",2008,1e+06
"42590","advertising",2008,NA
"42591","enterprise",2008,1.1e+07
"42592","health",2007,250000
"42593","health",2009,3200000
"42594","advertising",2009,1500000
"42595","news",2009,2e+06
"42596","web",2008,2e+07
"42597","software",2008,11600000
"42598","finance",2008,9800000
"42599","cleantech",2007,NA
"42600","finance",2009,15500000
"42601","advertising",2010,9e+06
"42602","advertising",2007,7e+06
"42603","advertising",2006,3e+06
"42604","web",2009,7e+06
"42605","games_video",2007,4200000
"42606","software",2009,3600000
"42607","enterprise",2007,NA
"42608","search",2006,5e+06
"42609","ecommerce",2010,6e+06
"42610","mobile",2006,5e+06
"42611","enterprise",2006,4300000
"42612","news",2010,3e+06
"42613","analytics",2010,2500000
"42614","hardware",2006,1e+06
"42615","mobile",2005,5e+06
"42616","web",2010,1600000
"42617","enterprise",2010,2900000
"42618","software",2005,7e+06
"42619","finance",2010,27500000
"42620","analytics",2011,6e+06
"42621","health",2011,6e+06
"42622","enterprise",2011,2e+06
"42623","advertising",2008,6e+06
"42624","advertising",2010,1500000
"42625","advertising",2011,3.3e+07
"42626","fashion",2011,1e+06
"42627","mobile",2011,2e+06
"42628","medical",2012,10900000
"42629","software",2012,5e+06
"42630","advertising",2012,1500000
"42631","social",2010,3500000
"42632","analytics",2012,1.5e+07
"42633","advertising",2012,1600000
"42634","local",2007,18500000
"42635","software",2013,16500000
"42636",NA,2002,NA
"42637","cleantech",2011,NA
"42638","software",2005,9e+06
"42639","ecommerce",2006,NA
"42640","finance",2011,2.5e+07
"42641","finance",2007,1.6e+07
"42642","software",2013,4e+06
"42643","finance",2006,2e+06
"42644","social",2013,6e+06
"42645","local",2013,1.5e+07
"42646","mobile",2013,1500000
"42647","biotech",2009,18600000
"42648","advertising",2007,3e+06
"42649","biotech",2009,5e+05
"42650","software",2006,1e+07
"42651","software",2005,3070000
"42652","ecommerce",2013,590000
"42653","software",2013,850000
"42654","software",2013,8e+05
"42655","education",2013,1e+05
"42656","web",2012,50000
"42657","web",2013,7e+05
"42658","search",2013,5e+05
"42659","software",2007,4e+06
"42660","advertising",2013,1.1e+07
"42661","search",2013,1e+07
"42662","software",2012,1.2e+07
"42663","ecommerce",2012,10100000
"42664","software",2011,6e+06
"42665","software",2012,8e+06
"42666","software",2008,6e+06
"42667","software",2009,5e+06
"42668","software",2006,3e+06
"42669","analytics",2008,1.5e+07
"42670","software",2007,5e+06
"42671","security",2006,3e+06
"42672","semiconductor",2006,5e+06
"42673","ecommerce",2003,1e+06
"42674","software",2004,3e+06
"42675","software",2006,2e+06
"42676","software",2007,2e+06
"42677","mobile",2009,2240000
"42678","mobile",2010,5e+06
"42679","software",2007,5e+06
"42680","software",2004,5e+06
"42681","software",2006,3500000
"42682","software",2001,2e+06
"42683","software",2006,2e+06
"42684","medical",2010,2e+06
"42685","medical",2010,1e+06
"42686","network_hosting",2010,32500000
"42687","analytics",2013,8e+06
"42688","software",2011,7e+06
"42689","medical",2013,6300000
"42690","cleantech",2008,17500000
"42691","cleantech",2009,1.5e+07
"42692","cleantech",2008,1.7e+07
"42693","cleantech",2008,2e+07
"42694","cleantech",2010,1.3e+07
"42695","cleantech",2011,3e+07
"42696","cleantech",2009,4e+07
"42697","web",2008,1130000
"42698","biotech",2007,1700000
"42699","medical",2012,50000
"42700","software",2011,NA
"42701","mobile",2008,7e+06
"42702","software",2007,2e+07
"42703","mobile",2005,2.2e+07
"42704","medical",2010,1.5e+07
"42705","mobile",2007,17500000
"42706","mobile",2008,2e+07
"42707","medical",2009,22100000
"42708","semiconductor",2007,2.8e+07
"42709","games_video",2010,3900000
"42710","software",2005,4125000
"42711",NA,2007,2e+06
"42712","software",2006,14100000
"42713","mobile",2008,1.9e+07
"42714","other",2011,3e+07
"42715","cleantech",2012,1300000
"42716","other",2012,2.3e+07
"42717","cleantech",2013,1.25e+08
"42718","analytics",2013,2016500
"42719","hardware",2013,2e+06
"42720","semiconductor",2009,5600000
"42721","mobile",2007,4e+06
"42722","finance",2011,NA
"42723","software",2012,1200000
"42724","software",2012,NA
"42725","enterprise",2007,1.2e+07
"42726","enterprise",2006,8e+06
"42727","web",2008,250000
"42728","software",2008,1.2e+07
"42729","enterprise",2009,1e+07
"42730","software",2009,3e+07
"42731","hardware",2009,1e+07
"42732","analytics",2009,3.2e+07
"42733","hardware",2010,8e+06
"42734","hardware",2010,8e+06
"42735","software",2007,6250000
"42736","software",2006,6e+06
"42737","software",2006,4690000
"42738","software",2007,1500000
"42739","security",2006,4e+06
"42740","software",2005,3250000
"42741","enterprise",2005,2.5e+07
"42742","hardware",2011,15200000
"42743","analytics",2011,1.5e+07
"42744","finance",2009,2200000
"42745","software",2011,1200000
"42746","security",2012,5e+06
"42747","medical",2012,2250000
"42748","medical",2012,2370000
"42749","software",2013,27500000
"42750","games_video",2013,1500000
"42751","cleantech",2008,1e+07
"42752","semiconductor",2007,1.9e+07
"42753","semiconductor",2007,1.1e+07
"42754","cleantech",2005,1.3e+07
"42755","semiconductor",2005,26500000
"42756","software",2002,1.2e+07
"42757","biotech",2009,7100000
"42758","biotech",2004,1.2e+07
"42759","biotech",2009,3e+07
"42760","biotech",2008,18500000
"42761","biotech",2008,3.2e+07
"42762","medical",2007,2e+07
"42763","biotech",2007,4e+07
"42764","biotech",2010,2.5e+07
"42765","biotech",2010,3e+07
"42766","biotech",2010,1.6e+07
"42767","ecommerce",2010,15600000
"42768","biotech",2011,4.5e+07
"42769","biotech",2011,4.5e+07
"42770","biotech",2011,14400000
"42771","biotech",2011,67500000
"42772","health",2011,2e+07
"42773","biotech",2012,1e+07
"42774","medical",2012,2.6e+07
"42775","biotech",2012,1e+07
"42776","biotech",2012,2.1e+07
"42777","ecommerce",2013,45500000
"42778","education",2012,NA
"42779","mobile",2013,3e+06
"42780","advertising",2011,9e+05
"42781","cleantech",2012,6e+06
"42782","hospitality",2013,2e+06
"42783","hospitality",2013,2100000
"42784","software",2008,13880000
"42785","advertising",2007,1.2e+07
"42786","software",2007,4150000
"42787","software",2005,4e+07
"42788","games_video",2010,1.8e+07
"42789","advertising",2011,5e+06
"42790","mobile",2012,11300000
"42791","mobile",2012,NA
"42792","mobile",2012,8300000
"42793","mobile",2012,5.2e+07
"42794","advertising",2011,5e+06
"42795","mobile",2013,5.1e+07
"42796","software",2003,17500000
"42797","mobile",2013,2e+05
"42798","mobile",2013,825000
"42799","search",2010,1200000
"42800","fashion",2010,5e+06
"42801","software",2010,1.5e+07
"42802","transportation",2011,1e+07
"42803","security",2011,2.1e+07
"42804","software",2012,1.5e+07
"42805","enterprise",2012,15500000
"42806","finance",2013,2e+07
"42807","hardware",2013,NA
"42808","transportation",2013,3200000
"42809","network_hosting",2008,2e+08
"42810","consulting",2007,NA
"42811","analytics",2010,NA
"42812","web",2011,2800000
"42813","web",2012,NA
"42814","hardware",2012,12200000
"42815","hospitality",2012,1e+07
"42816","hospitality",2013,7500000
"42817","cleantech",2009,41750000
"42818","software",2005,4e+06
"42819","biotech",2009,2.5e+07
"42820","biotech",2012,67500000
"42821","travel",2007,2300000
"42822","enterprise",2008,1.6e+07
"42823","enterprise",2008,5550000
"42824","web",2009,2500000
"42825","web",2006,4500000
"42826","web",2008,1e+07
"42827","travel",2009,2e+06
"42828","semiconductor",2008,8e+06
"42829","mobile",2008,5e+06
"42830","mobile",2009,5e+06
"42831","hardware",2007,2e+07
"42832","games_video",2007,7900000
"42833","enterprise",2007,NA
"42834","mobile",2010,3e+06
"42835","software",2006,3.5e+07
"42836","mobile",2006,4500000
"42837","mobile",2010,7e+06
"42838","ecommerce",2010,1e+06
"42839","games_video",2006,5900000
"42840","finance",2010,6e+06
"42841","cleantech",2010,1.5e+07
"42842","software",2005,8500000
"42843","software",2005,5e+06
"42844","analytics",2011,8e+06
"42845","medical",2011,1800000
"42846","mobile",2011,8500000
"42847","health",2010,1850000
"42848","analytics",2012,3e+06
"42849","ecommerce",2012,1300000
"42850","enterprise",2012,1.3e+07
"42851","enterprise",2012,1.6e+07
"42852","analytics",2012,9e+06
"42853","enterprise",2013,4300000
"42854","analytics",2013,1600000
"42855","web",2012,1e+06
"42856","ecommerce",2013,2e+06
"42857","hardware",2013,5400000
"42858","software",2013,8200000
"42859","software",2013,2200000
"42860",NA,2005,11500000
"42861","web",2007,12750000
"42862","web",2006,NA
"42863","biotech",2009,2402396
"42864","biotech",2009,5600000
"42865","software",2006,1.3e+07
"42866","software",2005,1.6e+07
"42867","search",2007,1200000
"42868","search",2008,7400000
"42869","web",2002,2e+07
"42870","hardware",2005,1.5e+07
"42871","web",2007,1250000
"42872","web",2008,2400000
"42873","software",2007,3110000
"42874","software",2007,9e+06
"42875","hardware",2008,2e+07
"42876","hardware",2009,17300000
"42877","web",2009,7200000
"42878","software",2008,7900000
"42879","medical",2009,2e+06
"42880","medical",2009,16500000
"42881","software",2007,1200000
"42882","software",2009,1500000
"42883","education",2009,5900000
"42884","biotech",2008,8e+06
"42885","ecommerce",2007,1200000
"42886","software",2007,8e+06
"42887","biotech",2007,15300000
"42888","biotech",2007,NA
"42889",NA,2006,1500000
"42890","software",2006,9800000
"42891","search",2006,3e+06
"42892","semiconductor",2006,11500000
"42893","biotech",2005,7e+06
"42894","public_relations",2005,4e+06
"42895","semiconductor",2005,3400000
"42896","biotech",2010,10800000
"42897","biotech",2005,4100000
"42898","software",2005,11700000
"42899","software",2005,5900000
"42900","software",2010,6800000
"42901","biotech",2011,1.5e+07
"42902","biotech",2011,1.3e+07
"42903","news",2011,2.2e+07
"42904","enterprise",2012,7709323
"42905","ecommerce",2012,1.5e+07
"42906","real_estate",2007,1.2e+07
"42907","real_estate",2006,8e+06
"42908","advertising",2006,5e+06
"42909","search",2004,7e+06
"42910","advertising",2008,1.3e+07
"42911","cleantech",2008,7e+06
"42912","cleantech",2007,9500000
"42913","web",2001,7e+06
"42914","web",2000,4.2e+07
"42915","news",2008,8e+06
"42916","biotech",2004,1.3e+07
"42917","biotech",2007,3.5e+07
"42918","biotech",2009,2e+07
"42919","web",2009,6750000
"42920","cleantech",2008,5e+07
"42921","semiconductor",2009,1.5e+07
"42922","cleantech",2008,26250000
"42923","games_video",2009,2.9e+07
"42924","real_estate",2009,1e+07
"42925","advertising",2009,6e+06
"42926","biotech",2005,48300000
"42927","biotech",2005,26600000
"42928","software",2005,5e+06
"42929","semiconductor",2010,12500000
"42930","web",2010,4e+06
"42931","advertising",2011,1.4e+07
"42932","real_estate",2011,14800000
"42933","semiconductor",2012,11500000
"42934","mobile",2012,2.3e+07
"42935","news",2012,3500000
"42936","nanotech",2012,3e+07
"42937","software",2012,5.5e+07
"42938","biotech",2013,6e+07
"42939","web",2013,8e+06
"42940","advertising",2013,8e+06
"42941","analytics",2013,7e+06
"42942","biotech",2013,2.8e+07
"42943","software",2013,5e+07
"42944","social",2008,32500000
"42945","biotech",2009,12900000
"42946","security",2009,1.3e+07
"42947","social",2009,1e+07
"42948","security",2010,12500000
"42949","advertising",2011,3.7e+07
"42950","biotech",2012,4.2e+07
"42951","security",2013,4.4e+07
"42952","travel",2009,2e+06
"42953","software",2009,NA
"42954","messaging",2010,8e+06
"42955","web",2011,425000
"42956","software",2006,2.2e+07
"42957","software",2005,1e+06
"42958","software",2007,3500000
"42959","mobile",2012,1.5e+07
"42960","enterprise",2007,9100000
"42961","enterprise",2008,1e+07
"42962","enterprise",2008,1.6e+07
"42963","nanotech",2006,6e+06
"42964","advertising",2008,3250000
"42965","hardware",2005,41100000
"42966","enterprise",2010,7e+06
"42967","software",2008,1.9e+07
"42968","advertising",2007,9740000
"42969","hardware",2007,2e+07
"42970","network_hosting",2007,2.2e+07
"42971","analytics",2007,2.2e+07
"42972","software",2007,10700000
"42973","hardware",2007,2e+07
"42974","analytics",2009,6e+06
"42975","hardware",2006,2.3e+07
"42976","hardware",2007,1.6e+07
"42977","security",2004,10250000
"42978","security",2007,14500000
"42979","cleantech",2009,2.3e+07
"42980","analytics",2009,2.2e+07
"42981","semiconductor",2009,2e+07
"42982","security",2009,8700000
"42983",NA,2008,1e+07
"42984","hardware",2007,4500000
"42985","network_hosting",2009,1e+07
"42986","security",2005,1.2e+07
"42987","semiconductor",2007,2e+07
"42988",NA,2007,1500000
"42989","software",2007,8e+06
"42990","analytics",2010,1e+07
"42991",NA,2006,1.7e+07
"42992","semiconductor",2007,4e+07
"42993","semiconductor",2006,15400000
"42994","security",2006,1.5e+07
"42995","network_hosting",2006,7500000
"42996","advertising",2010,1e+07
"42997","software",2005,1.2e+07
"42998","software",2005,1.1e+07
"42999","security",2005,1.5e+07
"43000","security",2005,6e+06
"43001","semiconductor",2005,2e+07
"43002","semiconductor",2005,9600000
"43003","cleantech",2010,2.5e+07
"43004","news",2010,1310000
"43005","semiconductor",2011,4.5e+07
"43006","hardware",2011,NA
"43007","analytics",2011,NA
"43008","manufacturing",2011,2e+07
"43009","cleantech",2011,3.7e+07
"43010","semiconductor",2011,1.2e+07
"43011","manufacturing",2013,1e+07
"43012","analytics",2013,1e+07
"43013","security",2013,1e+07
"43014","software",2006,2e+07
"43015","software",2004,8e+06
"43016",NA,2007,1500000
"43017","software",2006,5e+06
"43018","software",2006,1e+07
"43019","software",2010,9e+06
"43020","games_video",2006,6500000
"43021","web",2005,1e+07
"43022","web",2006,18500000
"43023","music",2004,7800000
"43024","music",2005,1.2e+07
"43025","software",2006,5100000
"43026","games_video",2004,1e+07
"43027","games_video",2005,7e+06
"43028","advertising",2005,11500000
"43029","games_video",2007,3500000
"43030","web",2008,6.5e+07
"43031","software",2008,2e+07
"43032","software",2005,18770000
"43033","software",2005,5750000
"43034","games_video",2006,1.5e+07
"43035","advertising",2008,10500000
"43036","web",2008,NA
"43037","security",2005,5e+06
"43038","search",2009,4e+06
"43039","network_hosting",2007,NA
"43040","software",2009,6499999
"43041","security",2006,8e+06
"43042","enterprise",2010,1e+07
"43043","security",2008,5500000
"43044","software",2010,NA
"43045","ecommerce",2011,2e+06
"43046","enterprise",2011,1100000
"43047","advertising",2012,NA
"43048",NA,2008,NA
"43049","analytics",2007,5450000
"43050","games_video",2007,1.2e+07
"43051","games_video",2009,14400000
"43052","games_video",2007,1.2e+07
"43053","analytics",2005,550000
"43054","software",2007,3e+07
"43055","software",2006,9e+06
"43056","software",2005,1e+07
"43057","education",2013,4e+05
"43058","web",2008,6e+06
"43059","web",2007,2e+06
"43060","web",2007,8e+06
"43061","web",2008,1500000
